@relation 179211L2_2

@attribute status_pozyczki {splacona_cz,splacona,windykacja_sp,odmowa,windykacja}
@attribute kwota_kredytu real
@attribute wiek real
@attribute plec {kobieta,mezczyzna}
@attribute rodzaj_zrodla_dochodu {13,11,16,12,98,99,17,15}
@attribute miesieczny_dochod_netto real
@attribute ktore_rolowanie real
@attribute okres_w_jakim_pobieral_dochod real
@attribute okres_w_jakim_bedzie_pobieral_dochod real
@attribute opoznienie_splaty real

@data
splacona,281.84,47,kobieta,12,1032,7,41.29568789,52.98562628,12
splacona_cz,300,41,kobieta,12,1896,1,16.13141684,16.82135524,5
splacona_cz,300,40,kobieta,12,1027,7,11.3100616,59.96714579,4
splacona_cz,200,44,mezczyzna,11,2284.23,2,302.3429158,48,1
splacona_cz,325.58,53,kobieta,11,2065.98,0,182.1971253,48,5
splacona,286.26,50,mezczyzna,11,1400,0,17.26283368,48,203
splacona_cz,497.15,48,mezczyzna,12,600,8,12.16427105,27.13141684,1
splacona,300,55,kobieta,17,864.6,1,5.328542094,7.887063655,14
splacona_cz,700,68,kobieta,13,1431,0,250,48,7
splacona_cz,684.58,73,kobieta,13,2534,1,130,48,0
splacona,500,62,mezczyzna,16,837,0,234.3285421,48,0
splacona_cz,300,71,mezczyzna,13,1420,1,55.70431211,48,0
odmowa,300,23,mezczyzna,99,1100,0,6.328542094,7,0
windykacja_sp,500,32,mezczyzna,11,2180.09,0,53.29568789,48,278
splacona_cz,500,54,mezczyzna,11,1320,7,345.3285421,48,0
splacona_cz,300,47,kobieta,11,900,7,96.32854209,48,4
splacona_cz,330.11,65,kobieta,13,840,5,116.3285421,48,5
splacona_cz,300,36,kobieta,12,1200,7,11.90143737,14.55852156,3
windykacja_sp,500,36,mezczyzna,11,1186,0,13.32854209,48,35
splacona_cz,200,32,mezczyzna,11,2000,1,8.065708419,48,0
splacona,2000,73,mezczyzna,13,2612,0,84.67145791,48,0
odmowa,500,37,kobieta,12,1000,0,58.3613963,48,0
splacona_cz,200,64,mezczyzna,13,1287.66,6,99.3613963,48,5
splacona,400,47,mezczyzna,99,1400,0,19.3613963,19.98562628,0
odmowa,200,34,kobieta,11,1050,0,2.328542094,48,0
splacona_cz,600,56,kobieta,12,1350,1,25.3613963,25.98562628,17
splacona,476.83,62,mezczyzna,11,1250,0,68.32854209,48,14
windykacja,388.49,36,mezczyzna,11,1850,2,58.3613963,48,442
windykacja_sp,200,43,mezczyzna,12,1500,0,37.70431211,73.32854209,269
splacona_cz,200,70,kobieta,16,959.6,7,118.3613963,48,0
splacona,400,35,kobieta,11,980.11,4,47.86858316,48,241
splacona_cz,389.72,55,kobieta,12,1000,1,48.09856263,48,2
splacona_cz,550,55,kobieta,12,1675,7,12.3613963,12.98562628,3
splacona_cz,282.28,49,mezczyzna,11,1600,1,345.3613963,48,3
splacona_cz,450,69,kobieta,13,1019,0,135.5071869,48,6
windykacja,500,51,mezczyzna,11,2400,1,255.3613963,48,442
splacona,200,42,kobieta,11,1000,0,64.3613963,48,11
odmowa,200,67,kobieta,16,1641,0,168.3942505,48,0
splacona_cz,200,73,kobieta,13,730,6,563.835729,48,0
splacona,246.46,66,mezczyzna,13,1559,2,74.39425051,48,0
splacona,300,44,kobieta,11,1400,1,28.16427105,48,0
splacona,230.9,79,kobieta,13,1239.98,5,258.3942505,48,0
splacona,437.15,63,kobieta,13,820,2,34.32854209,48,0
splacona_cz,300,50,mezczyzna,13,3900,8,33.39425051,48,1
splacona_cz,276.75,53,kobieta,11,1050,6,36.40862423,48,0
splacona,600,73,mezczyzna,13,2612,0,84.70431211,48,0
odmowa,400,51,mezczyzna,13,989.62,0,276.3942505,48,0
splacona_cz,207.19,66,kobieta,13,1350,6,114.2299795,48,1
odmowa,450,31,mezczyzna,12,993,0,6.394250513,15.06570842,0
splacona_cz,300,74,kobieta,13,1412,1,207.1971253,48,0
splacona_cz,441.54,36,kobieta,98,4000,7,21.67145791,48,3
splacona_cz,247.28,58,kobieta,13,611,6,142.1314168,48,1
splacona_cz,300,71,kobieta,13,729.03,1,260.4271047,48,1
windykacja,200,46,kobieta,11,1344.9,6,49.03285421,48,440
splacona_cz,202.28,61,mezczyzna,11,3000,8,215.4271047,48,1
splacona_cz,1000,48,kobieta,11,5800,7,57.42710472,48,2
splacona_cz,500,76,kobieta,13,1248,1,253.4928131,48,1
splacona_cz,500,61,kobieta,13,1000,7,71.03285421,48,1
odmowa,500,70,kobieta,13,1082,0,180,48,0
splacona_cz,400,64,kobieta,13,917,1,79.49281314,48,0
splacona_cz,500,48,mezczyzna,13,864.34,2,159.4928131,48,0
splacona_cz,700,69,kobieta,16,980,1,133.7700205,48,6
odmowa,200,62,kobieta,13,765,0,624.4928131,48,0
splacona,300,51,mezczyzna,12,1000,5,46.19712526,62.3613963,0
splacona,300,63,mezczyzna,15,1100.79,0,93.49281314,48,0
splacona_cz,200,22,kobieta,12,700,0,3.197125257,5.689938398,0
splacona_cz,430,39,mezczyzna,11,2470,4,69.3613963,48,2
splacona_cz,300,67,mezczyzna,13,2110,1,104.4928131,48,7
splacona_cz,200,57,kobieta,11,1172.2,7,40.49281314,48,5
odmowa,200,54,kobieta,17,432.87,0,148.4928131,48,0
splacona_cz,350,55,kobieta,12,1700,8,57.96714579,48,0
odmowa,300,23,mezczyzna,98,1500,0,10.60574949,48,0
splacona_cz,200,58,mezczyzna,11,1800,1,163.6057495,48,2
odmowa,700,35,mezczyzna,12,1700,0,0.492813142,2.985626283,0
splacona,523.43,33,mezczyzna,11,2050,2,121.0985626,48,1
splacona_cz,624.85,52,kobieta,11,3200,7,57,48,5
splacona_cz,537.15,63,kobieta,13,962,3,68.52566735,48,0
splacona_cz,437.15,62,kobieta,13,1362,7,59.49281314,48,5
splacona_cz,600,44,kobieta,11,1443,2,36.54004107,48,1
splacona,200,21,mezczyzna,17,985,8,16.52566735,17.72279261,11
splacona_cz,235.97,66,mezczyzna,12,1100,7,25.39425051,35.96714579,0
splacona,200,76,kobieta,13,616,7,249.5256674,48,1
splacona_cz,300,57,kobieta,11,1800,0,114.5728953,48,0
splacona_cz,400,57,mezczyzna,11,1842.86,6,10.73716632,48,1
splacona,693.7,39,kobieta,11,1900,3,210.6714579,48,13
splacona,700,57,mezczyzna,98,2500,0,228.5256674,48,0
splacona_cz,400,54,mezczyzna,11,4000,8,13.49281314,48,1
splacona_cz,300,60,mezczyzna,11,2000,2,72.57289528,48,0
splacona,200,38,kobieta,12,599.03,0,22.55852156,22.98562628,11
splacona_cz,399.22,40,kobieta,11,1239.05,0,207.5585216,48,7
splacona_cz,600,46,mezczyzna,12,3500,2,189.7700205,48,0
splacona_cz,600,62,kobieta,13,1050,8,142.5585216,48,3
splacona,400,52,mezczyzna,11,1800,4,262.5585216,48,12
splacona,200,27,mezczyzna,12,1100,0,36.55852156,59.98562628,10
splacona,300,27,kobieta,11,2300,0,25.55852156,48,0
splacona,400,55,kobieta,11,1500,0,113.5585216,48,0
splacona_cz,200,73,kobieta,13,785,4,67.59137577,48,2
splacona_cz,396.55,55,kobieta,11,2368.57,0,413.5913758,48,0
splacona_cz,200,28,mezczyzna,12,1400,2,3.967145791,5.375770021,0
splacona_cz,300,61,kobieta,13,810,8,36.26283368,48,0
splacona_cz,300,38,kobieta,12,1382,1,24.59137577,35.98562628,0
splacona_cz,500,53,mezczyzna,11,2011,1,214.5913758,48,4
splacona_cz,700,48,kobieta,12,830.46,6,48.49281314,48,4
splacona,300,76,kobieta,13,1000,1,214.5913758,48,279
splacona_cz,500,59,mezczyzna,16,1770,8,92.59137577,48,2
splacona,505,62,mezczyzna,13,1500,0,26.59137577,48,16
splacona_cz,500,55,kobieta,12,2200,0,6.229979466,11.59137577,0
splacona_cz,550,63,kobieta,13,1474.55,0,68.59137577,48,2
splacona_cz,300,26,mezczyzna,11,1600,0,6.59137577,48,3
odmowa,200,43,mezczyzna,12,1573,0,8.59137577,28.95277207,0
splacona_cz,800,58,mezczyzna,12,2500,6,7.737166324,10.13141684,3
splacona_cz,292.28,67,kobieta,13,1428.55,1,140.3613963,48,4
windykacja_sp,200,72,kobieta,13,722.05,7,200.5913758,48,230
splacona_cz,700,60,mezczyzna,11,2800,0,99.06570842,48,0
odmowa,300,53,mezczyzna,12,1036,0,5.624229979,11.98562628,0
odmowa,200,71,mezczyzna,13,650,0,156.62423,48,0
odmowa,800,53,mezczyzna,16,1280,0,379.3613963,48,0
splacona_cz,1000,58,mezczyzna,13,3600,2,89.62422998,48,0
windykacja,400,55,mezczyzna,11,1300,1,37.62422998,48,433
splacona_cz,290,62,kobieta,13,1280,8,20.62422998,48,0
splacona_cz,351.55,39,kobieta,11,2927,6,204.62423,48,1
odmowa,1000,35,mezczyzna,11,3400,0,180.5913758,48,0
splacona_cz,313.15,36,kobieta,11,2709.34,8,184.62423,48,0
splacona,200,62,kobieta,13,992.96,4,15.16427105,48,0
odmowa,1000,33,mezczyzna,12,1800,0,5.624229979,7.985626283,0
splacona_cz,400,50,kobieta,11,1764,1,67.52566735,48,0
splacona_cz,345.97,55,kobieta,11,1721.7,8,123.62423,48,2
splacona_cz,390.11,60,kobieta,12,1320,1,12.65708419,35,1
splacona_cz,300,78,kobieta,13,1239,0,273.6570842,48,5
splacona,200,61,kobieta,13,1800,2,72.65708419,48,0
windykacja_sp,400,73,mezczyzna,13,1870,3,88.65708419,48,226
splacona_cz,300,32,mezczyzna,11,2725,0,56,48,1
splacona,300,31,mezczyzna,12,1700,0,0.657084189,119.9856263,0
windykacja,500,73,mezczyzna,13,1700,7,17.65708419,48,433
splacona_cz,300,59,kobieta,13,1240,0,73.3613963,48,0
splacona_cz,500,57,mezczyzna,13,1900,8,153.7227926,48,2
odmowa,1000,32,mezczyzna,98,2600,0,20.72279261,48,0
splacona_cz,500,75,kobieta,13,1373,0,113.7227926,48,0
splacona_cz,292.28,63,mezczyzna,13,2000,1,37.72279261,48,0
splacona_cz,400,45,mezczyzna,11,3300,1,240.0328542,48,0
splacona_cz,295.57,49,kobieta,11,1077.49,2,375.0328542,48,1
splacona_cz,400,68,kobieta,13,1094,0,187.7227926,48,0
splacona,300,41,kobieta,11,1100,0,60.72279261,48,16
splacona_cz,487.15,50,mezczyzna,11,2500,2,377.7227926,48,1
splacona_cz,200,27,kobieta,12,1100,4,18.72279261,29.98562628,2
splacona,600,72,kobieta,13,1667,0,159.3285421,48,0
splacona_cz,500,46,kobieta,11,3000,2,96.72279261,48,7
splacona_cz,250,46,mezczyzna,11,2100,3,53.72279261,48,0
splacona,500,59,kobieta,13,1883.53,0,50.52566735,48,0
splacona_cz,600,63,mezczyzna,13,2474,0,18.59137577,48,0
splacona_cz,800,62,kobieta,13,5100,3,31.72279261,48,0
odmowa,1000,53,kobieta,11,1200,0,33.06570842,48,0
splacona_cz,337.15,60,kobieta,13,1300,1,33.72279261,48,0
splacona_cz,300,57,mezczyzna,11,1170,0,70.72279261,48,0
splacona_cz,359.6,41,mezczyzna,11,1261.98,0,39.75564682,48,0
splacona_cz,600,50,kobieta,11,2800,0,321.9014374,48,8
splacona_cz,600,33,kobieta,11,1331.21,7,22.75564682,48,1
splacona,206,31,mezczyzna,12,1521,4,23.75564682,30.98562628,1
splacona_cz,600,54,kobieta,16,1362,0,32.75564682,48,0
splacona_cz,300,54,kobieta,16,1740,1,117.3942505,48,2
splacona_cz,389.72,53,kobieta,98,3000,4,88.75564682,48,1
splacona_cz,400,76,kobieta,13,1900,4,124.7556468,48,1
splacona_cz,203.42,30,mezczyzna,11,1888.27,2,80.65708419,48,6
splacona_cz,300,38,kobieta,12,2000,0,92.65708419,48,0
splacona_cz,290.88,62,kobieta,13,1090.14,7,78.75564682,48,1
splacona_cz,455.59,45,kobieta,11,2245.01,2,148.7700205,48,6
splacona_cz,550,60,mezczyzna,13,3900,0,117.6570842,48,0
splacona_cz,500,52,kobieta,11,1700,7,309.0657084,48,4
splacona_cz,200,54,kobieta,99,1100,5,54.93429158,48,0
splacona_cz,400,61,kobieta,13,1425,0,82.78850103,48,0
splacona_cz,300,58,kobieta,11,1680,7,388.788501,48,4
splacona_cz,200,62,kobieta,13,984,3,14.19712526,48,0
splacona_cz,300,66,kobieta,13,1400,1,121.788501,48,1
splacona_cz,500,76,mezczyzna,13,1150,0,141.788501,48,1
splacona_cz,300,54,mezczyzna,11,981,0,23.75564682,48,0
windykacja,378.53,45,mezczyzna,12,1963.88,7,9.788501027,20.95277207,429
splacona,308.63,71,kobieta,13,1291.18,8,82.78850103,48,4
splacona_cz,400,67,kobieta,13,850,7,70.55852156,48,4
splacona_cz,200,71,kobieta,13,865,8,131.0985626,48,1
windykacja,200,75,mezczyzna,13,860,0,120.788501,48,429
windykacja,389.52,52,mezczyzna,11,1400,2,42.16427105,48,429
splacona,1000,43,mezczyzna,11,2263,0,78.82135524,48,2
splacona_cz,239.72,69,mezczyzna,13,1162.41,2,107.8213552,48,0
splacona_cz,384.56,36,mezczyzna,11,1058,3,17.72279261,48,2
splacona,300,62,kobieta,13,1374,1,49.82135524,48,6
splacona_cz,300,30,mezczyzna,11,1590,2,56.78850103,48,0
splacona_cz,489.57,48,mezczyzna,13,1500,2,89.52566735,48,0
windykacja,500,61,mezczyzna,11,2100,7,190.8213552,48,428
splacona,200,62,kobieta,13,744.07,1,15.86858316,48,10
splacona,560.68,59,kobieta,13,1801.41,3,40.86858316,48,9
splacona_cz,300,64,kobieta,13,1014,2,186.4271047,48,9
splacona_cz,830,60,kobieta,13,1400,3,249.8213552,48,6
splacona,200,54,mezczyzna,11,1300,0,455.5585216,48,0
splacona,300,22,mezczyzna,12,952.89,3,25.96714579,26.13141684,0
splacona_cz,500,71,kobieta,13,1200,7,122.5585216,48,4
splacona_cz,200,71,kobieta,13,1200,1,122.5585216,48,4
splacona_cz,600,81,mezczyzna,13,2547,2,198,48,0
splacona,500,60,mezczyzna,11,2300,0,75.82135524,48,2
splacona_cz,326.67,64,kobieta,13,1668,8,94.85420945,48,0
splacona,500,57,mezczyzna,13,1553,1,112.6899384,48,0
splacona_cz,200,28,mezczyzna,17,728,8,103.8542094,48,0
splacona,400,64,mezczyzna,13,3900,0,37.85420945,48,0
splacona_cz,200,60,kobieta,13,1000,0,60.75564682,48,9
windykacja,200,73,mezczyzna,13,1700,0,17.85420945,48,426
splacona_cz,450,47,mezczyzna,11,2300,0,123.3285421,48,0
splacona_cz,299.15,53,kobieta,11,1400,4,164.8542094,48,0
splacona_cz,200,54,mezczyzna,11,2094.17,4,244.3613963,48,1
splacona_cz,300,80,kobieta,13,1167.94,3,372.8542094,48,0
windykacja,1136.54,36,mezczyzna,12,1500,4,36.78850103,36.88706366,426
splacona_cz,500,50,kobieta,11,1800,8,56.62422998,48,1
splacona_cz,770.69,64,kobieta,13,860,2,83.59137577,48,3
splacona_cz,200,66,mezczyzna,13,1611,0,144.8870637,48,0
odmowa,200,72,kobieta,13,892,0,216.8542094,48,0
splacona_cz,500,37,mezczyzna,12,2000,0,36.45995893,71.49281314,0
splacona,200,55,kobieta,11,1400,8,120.3285421,48,0
splacona_cz,200,57,kobieta,98,980,7,13.42710472,48,0
splacona_cz,500,37,mezczyzna,11,3898,3,184.5256674,48,5
splacona_cz,300,55,kobieta,12,1756,0,2.427104723,2.967145791,0
splacona_cz,400,63,kobieta,13,1650,0,85.95277207,48,0
splacona,500,37,mezczyzna,11,2800,0,158.9527721,48,2
splacona_cz,300,71,kobieta,13,1389,0,71.95277207,48,0
splacona_cz,423.23,32,mezczyzna,11,2700,7,18.88706366,48,9
odmowa,600,25,kobieta,12,1156,0,4.919917864,12.91991786,0
splacona_cz,200,66,kobieta,13,974,0,204.9527721,48,0
splacona,400,46,mezczyzna,11,2600,0,5.919917864,48,0
splacona_cz,300,23,kobieta,12,1500,7,7.952772074,18,0
odmowa,500,33,mezczyzna,12,1400,0,6.952772074,29.98562628,0
splacona_cz,500,54,mezczyzna,11,2080,2,321.9527721,48,2
splacona_cz,200,54,kobieta,16,749.28,8,68.98562628,48,0
splacona_cz,249.3,58,kobieta,16,2100,3,42.32854209,48,4
splacona_cz,500,52,mezczyzna,13,4200,0,60.98562628,48,0
splacona_cz,1000,70,kobieta,13,2291,4,74.52566735,48,0
splacona_cz,500,30,kobieta,12,1447,8,25.06570842,35.96714579,1
splacona,300,47,mezczyzna,11,1566.82,0,352.9856263,48,8
splacona_cz,396.89,63,kobieta,13,3700,8,30.59137577,48,0
splacona_cz,200,76,kobieta,13,965,7,248.9856263,48,0
splacona,200,75,kobieta,13,1536,3,39.6899384,48,0
splacona_cz,300,72,mezczyzna,13,1426,8,80.98562628,48,0
splacona,300,31,mezczyzna,11,2700,0,67.98562628,48,15
splacona_cz,700,38,kobieta,11,3178.76,3,124.9856263,48,4
splacona_cz,700,33,kobieta,11,3100,3,124.9856263,48,4
splacona,200,52,mezczyzna,12,1100,0,8.985626283,14.39425051,1
splacona_cz,738.6,56,kobieta,12,1600,1,13.98562628,17,19
splacona_cz,300,66,kobieta,13,802.83,2,204.9856263,48,1
odmowa,200,29,kobieta,17,540,0,90.98562628,48,0
windykacja,500,26,mezczyzna,12,1880,0,5.985626283,12,423
splacona_cz,300,47,kobieta,98,911,8,101.9856263,48,1
splacona_cz,390.88,60,kobieta,13,1400,1,49.98562628,48,0
windykacja,300,47,kobieta,12,1038.68,4,24.39425051,26.39425051,423
splacona_cz,200,58,kobieta,99,780,4,4.854209446,5.328542094,4
splacona_cz,300,64,kobieta,13,1100,5,108.9856263,48,0
splacona_cz,350,74,kobieta,11,1348.95,0,117.4928131,48,0
splacona_cz,500,51,kobieta,17,990,4,75.98562628,48,1
splacona_cz,349.66,65,mezczyzna,13,1601.87,4,48.98562628,48,5
splacona,2000,58,mezczyzna,98,20000,1,133.9856263,48,4
splacona_cz,400,66,mezczyzna,16,1473.04,5,168.9856263,48,0
splacona_cz,257.27,55,mezczyzna,11,2100,5,41.42710472,48,4
splacona_cz,600,64,kobieta,13,1233,1,127,48,0
splacona_cz,215.24,51,mezczyzna,16,1045,7,203,48,3
splacona_cz,200,59,kobieta,16,634,7,54.96714579,48,0
splacona_cz,300,65,kobieta,13,1582.15,0,109,48,0
splacona,300,61,mezczyzna,16,1398,0,397,48,5
splacona_cz,600,62,mezczyzna,16,837,0,235,48,0
splacona_cz,400,61,kobieta,13,1500,4,64,48,10
splacona,693.16,34,kobieta,11,2200,4,41,48,0
splacona,200,41,kobieta,11,2505,2,167.4086242,48,0
odmowa,500,32,kobieta,99,1200,0,2.737166324,13.72279261,0
splacona_cz,400,26,kobieta,17,1200,0,168.6057495,48,1
splacona_cz,200,71,mezczyzna,13,1642.87,2,73.03285421,48,0
splacona_cz,600,51,mezczyzna,16,2150,0,85.03285421,48,3
splacona_cz,300,63,kobieta,13,714,1,226.0328542,48,0
splacona_cz,1000,42,kobieta,98,6000,4,21.03285421,48,4
splacona_cz,700,59,kobieta,13,1872,8,38.57289528,48,0
odmowa,1000,44,kobieta,12,1300,0,61.03285421,48,0
splacona,600,55,kobieta,11,1300,0,71.83572895,48,6
splacona_cz,500,55,kobieta,12,2200,1,6.671457906,11.59137577,0
splacona_cz,400,59,kobieta,16,1589,1,30.6386037,48,4
splacona,300,51,mezczyzna,12,3000,0,57,48,0
windykacja,300,39,kobieta,16,1300,0,28.03285421,48,421
splacona_cz,300,56,kobieta,11,2800,3,13.03285421,48,0
splacona_cz,200,57,kobieta,11,1187.06,1,137.0328542,48,4
splacona_cz,500,24,mezczyzna,11,1800,0,12.96714579,48,4
splacona,391.97,65,kobieta,13,1507,2,63.06570842,48,0
splacona_cz,800,56,kobieta,13,3440,8,55.06570842,48,0
splacona,342.86,61,kobieta,13,1087,2,75.06570842,48,98
odmowa,600,27,mezczyzna,11,1500,0,23.06570842,48,0
splacona_cz,200,63,mezczyzna,13,1162,8,224.9671458,48,0
splacona,380.9,56,kobieta,16,2300,9,66.11293634,48,0
windykacja_sp,200,47,kobieta,12,990.34,1,59.57289528,48,226
splacona,200,56,mezczyzna,11,1460.17,0,64.83572895,48,4
splacona_cz,400,51,kobieta,12,1000,8,36.06570842,37.98562628,0
splacona_cz,400,61,mezczyzna,12,1000,8,16.06570842,26.6899384,0
splacona_cz,800,69,kobieta,13,2120,3,122.7700205,48,0
splacona_cz,900,66,mezczyzna,13,3040,0,205,48,1
splacona,200,54,kobieta,12,1200,0,1.507186858,3.032854209,0
odmowa,500,50,mezczyzna,13,941,0,72.09856263,48,0
splacona_cz,400,67,kobieta,13,1137.19,0,100.164271,48,0
splacona_cz,1000,81,kobieta,13,2090,0,249.0657084,48,0
windykacja,200,26,kobieta,11,1000,0,3.164271047,48,417
splacona_cz,300,69,kobieta,13,1027,4,196.164271,48,1
splacona_cz,400,61,kobieta,13,1107,2,18.73716632,48,0
splacona,400,24,mezczyzna,98,1200,0,20.16427105,48,5
splacona_cz,200,61,kobieta,13,1635,8,123.7371663,48,0
splacona,438.67,51,kobieta,11,1577.42,1,209.164271,48,20
splacona_cz,624.58,42,kobieta,98,5000,3,88.16427105,48,6
splacona,500,63,kobieta,13,1900,2,92.16427105,48,0
splacona_cz,500,44,kobieta,11,1738.57,1,61.16427105,48,2
splacona,400,63,kobieta,16,2084.79,2,145.164271,48,0
odmowa,500,38,mezczyzna,98,1600,0,5.131416838,48,0
splacona_cz,300,36,mezczyzna,99,750,0,1.197125257,7.394250513,5
splacona_cz,400,69,kobieta,13,1017,1,165.1971253,48,0
splacona_cz,500,48,kobieta,11,1700,0,93.06570842,48,0
splacona_cz,500,45,mezczyzna,12,1952.35,1,8.197125257,11.98562628,4
splacona_cz,200,57,kobieta,99,670,0,132.1971253,48,0
odmowa,1000,22,mezczyzna,12,2800,0,21.83572895,41.19712526,0
odmowa,1000,20,kobieta,99,4800,0,9.197125257,12,0
splacona_cz,300,67,kobieta,16,957,0,204.2299795,48,0
splacona_cz,278.98,39,kobieta,98,1200,8,49.70431211,48,0
splacona,200,63,kobieta,13,714,9,226.2299795,48,0
splacona_cz,883.93,63,mezczyzna,13,2474,3,19.09856263,48,3
odmowa,1000,35,mezczyzna,99,1190,0,3.229979466,4.985626283,0
splacona_cz,300,71,kobieta,13,1000,5,68.22997947,48,0
splacona,400,71,kobieta,13,1016,1,193.2299795,48,0
splacona_cz,561.8,66,kobieta,16,892,2,204.7700205,48,1
splacona_cz,1500,58,mezczyzna,98,3000,1,72.90143737,48,6
splacona,600,43,mezczyzna,98,3014,0,106.2299795,48,0
splacona_cz,900,59,kobieta,17,684,8,193.6714579,48,0
splacona_cz,200,62,kobieta,13,997,8,83.22997947,48,0
splacona_cz,530,63,kobieta,13,1691.3,4,77.26283368,48,10
splacona_cz,1000,66,kobieta,13,930,2,134.7371663,48,0
odmowa,200,75,kobieta,13,620,0,157.2628337,48,0
windykacja_sp,500,44,mezczyzna,13,2000,0,21.22997947,48,212
windykacja,500,42,kobieta,11,1870,1,114.2628337,48,414
splacona_cz,1300,56,kobieta,16,2300,0,66.3100616,48,23
splacona_cz,600,73,kobieta,13,640,2,142.3429158,48,0
splacona_cz,350,71,kobieta,13,729.03,9,261.2628337,48,2
odmowa,500,75,kobieta,13,1372,0,145.2628337,48,0
splacona,400,34,kobieta,11,2200,0,14.67145791,48,0
splacona_cz,300,74,kobieta,13,1412,2,208.0657084,48,0
splacona_cz,400,74,kobieta,13,1140,0,241.2628337,48,0
splacona_cz,200,32,kobieta,12,1865,5,24.03285421,34.72279261,0
splacona,400,27,kobieta,11,2300,0,26.26283368,48,0
splacona_cz,600,36,kobieta,11,2400,7,117.0985626,48,10
splacona,759.23,73,kobieta,13,2534,2,130.9342916,48,10
splacona_cz,700,62,kobieta,13,2066,8,133.2956879,48,2
splacona,300,71,mezczyzna,13,1420,2,56.67145791,48,3
odmowa,400,52,kobieta,11,1300,0,61.29568789,48,0
splacona_cz,300,72,mezczyzna,13,562,4,85.29568789,48,2
splacona_cz,315.12,74,mezczyzna,13,960,8,143.8685832,48,2
splacona_cz,500,54,mezczyzna,11,1320,8,346.2956879,48,0
splacona_cz,600,78,mezczyzna,13,2609,0,195.0328542,48,0
splacona_cz,379.9,64,kobieta,13,930,5,97.86858316,48,0
splacona,750,56,mezczyzna,16,588,0,426.2299795,48,58
splacona_cz,265.58,63,kobieta,13,1189,8,73.60574949,48,0
splacona_cz,200,34,mezczyzna,11,1800,8,169.2956879,48,0
windykacja,300,38,mezczyzna,98,1200,0,4.065708419,48,412
splacona_cz,500,42,kobieta,11,2824,0,105.2956879,48,1
splacona_cz,996,48,mezczyzna,11,2500,4,207.9014374,48,2
splacona_cz,597.15,48,mezczyzna,12,600,9,13.16427105,27.13141684,0
splacona,500,23,mezczyzna,12,2100,0,2.164271047,17.96714579,189
odmowa,500,32,mezczyzna,12,1651.78,0,8.131416838,23.96714579,0
splacona_cz,300,36,kobieta,12,1300,0,3.295687885,7.952772074,0
splacona_cz,300,55,kobieta,16,1500,3,5.704312115,48,2
splacona_cz,300,27,mezczyzna,12,1100,0,8.295687885,48.95277207,0
splacona_cz,400,59,kobieta,11,1500,7,89.29568789,48,2
splacona_cz,200,55,kobieta,16,1045.6,9,16.29568789,48,0
splacona_cz,200,56,mezczyzna,11,1460.17,5,65.06570842,48,0
splacona_cz,200,32,kobieta,12,980,8,14.29568789,15.26283368,1
splacona_cz,200,44,mezczyzna,11,2284.23,3,303.3429158,48,0
splacona_cz,254.63,58,kobieta,16,634.64,7,140.2956879,48,0
splacona_cz,200,70,kobieta,16,959.6,8,119.2956879,48,0
splacona_cz,200,32,mezczyzna,11,2000,2,9.032854209,48,0
splacona_cz,299.12,64,kobieta,16,1389,3,95.29568789,48,0
odmowa,200,34,mezczyzna,99,1700,0,0.131416838,1.459958932,0
splacona_cz,200,73,kobieta,13,730,7,564.7700205,48,1
splacona_cz,400,61,kobieta,16,1411,5,70.32854209,48,2
splacona_cz,630,64,kobieta,13,3251,2,142.1971253,48,0
splacona,600,55,kobieta,11,1500,0,114.3285421,48,0
splacona_cz,1000,73,mezczyzna,13,2612,0,85.70431211,48,0
odmowa,600,36,mezczyzna,99,1126,0,5.638603696,16.22997947,0
splacona,974.28,74,kobieta,13,2100,7,59.39425051,48,12
splacona,400,44,kobieta,11,1400,0,29.16427105,48,1
splacona_cz,300,36,kobieta,12,1200,8,12.96714579,14.55852156,0
splacona_cz,300,43,kobieta,11,1286.16,1,121.3285421,48,0
splacona_cz,300,40,kobieta,12,1027,8,12.40862423,59.96714579,0
odmowa,400,68,kobieta,13,1547,0,72,48,0
splacona,500,47,mezczyzna,99,1400,0,20.39425051,20.91991786,0
splacona,500,58,kobieta,12,1400,0,9,15.59137577,7
odmowa,1000,36,kobieta,12,1550,0,5.605749487,24.19712526,0
splacona_cz,374.91,55,kobieta,12,1000,2,49.13141684,48,0
odmowa,1000,38,mezczyzna,99,1785,0,2.394250513,2.919917864,0
splacona_cz,350,63,kobieta,13,1130,0,107.3942505,48,3
splacona_cz,267.98,53,kobieta,11,1050,7,37.40862423,48,2
splacona,200,22,kobieta,12,700,1,4.098562628,5.689938398,2
odmowa,400,56,mezczyzna,11,1097,0,60.39425051,48,0
splacona_cz,300,64,mezczyzna,12,1231,0,2.394250513,7,0
odmowa,800,20,mezczyzna,99,728,0,1.394250513,3.952772074,0
splacona_cz,600,63,kobieta,13,3700,0,31,48,0
splacona_cz,500,54,kobieta,11,1700,0,209.3942505,48,0
splacona_cz,200,61,kobieta,13,917,0,81.39425051,48,0
splacona_cz,247.28,58,kobieta,13,611,7,143.1314168,48,2
splacona_cz,300,47,kobieta,11,900,8,97.42710472,48,6
splacona_cz,300,71,kobieta,13,729.03,2,261.4271047,48,4
splacona,300,54,mezczyzna,11,1300,0,456.164271,48,0
windykacja,200,49,mezczyzna,11,1600,2,346.4271047,48,409
